Episodio,Tiempo(s),RecompensaTotal,Resultado
214,2.56,1.25,EXITO
208,2.52,1.13,EXITO
206,2.02,1.20,EXITO
199,0.60,1.22,EXITO
210,1.18,1.04,EXITO
208,1.68,1.11,EXITO
207,0.64,1.24,EXITO
210,3.97,1.24,EXITO
209,0.44,1.09,EXITO
142,2.66,1.28,EXITO
209,2.53,1.18,EXITO
205,5.72,1.19,EXITO
209,1.65,1.11,EXITO
200,1.30,1.06,EXITO
210,0.29,1.03,EXITO
205,3.26,1.21,EXITO
189,2.45,1.22,EXITO
210,0.98,1.04,EXITO
206,0.68,1.25,EXITO
202,3.34,1.10,EXITO
215,3.27,1.23,EXITO
211,0.66,1.22,EXITO
143,1.72,1.17,EXITO
215,3.28,1.15,EXITO
211,2.14,1.18,EXITO
208,2.36,1.27,EXITO
211,2.98,1.02,EXITO
206,1.54,1.03,EXITO
201,1.77,1.09,EXITO
216,0.38,1.07,EXITO
212,0.46,1.11,EXITO
211,2.39,1.08,EXITO
211,5.76,1.15,EXITO
203,1.71,1.09,EXITO
217,0.54,1.15,EXITO
209,1.08,1.05,EXITO
144,1.52,1.06,EXITO
210,2.95,1.14,EXITO
212,0.42,1.11,EXITO
212,0.48,1.12,EXITO
216,2.24,1.11,EXITO
213,0.42,1.07,EXITO
207,2.63,1.06,EXITO
202,2.55,1.20,EXITO
145,1.53,1.03,EXITO
214,0.85,1.05,EXITO
212,3.38,1.19,EXITO
210,2.03,1.10,EXITO
207,4.58,1.13,EXITO
190,5.15,1.15,EXITO
212,3.95,1.16,EXITO
215,0.32,1.06,EXITO
218,2.90,1.03,EXITO
213,0.36,1.06,EXITO
204,3.44,1.07,EXITO
213,3.75,1.20,EXITO
213,3.30,1.01,EXITO
217,3.36,1.05,EXITO
216,1.48,1.01,EXITO
211,3.99,1.13,EXITO
208,2.51,1.07,EXITO
214,1.26,1.03,EXITO
205,1.65,1.12,EXITO
211,2.89,1.20,EXITO
213,3.12,1.06,EXITO
212,1.12,1.10,EXITO
214,2.05,1.25,EXITO
201,1.70,1.09,EXITO
209,1.44,0.99,EXITO
208,3.55,1.03,EXITO
191,3.72,1.21,EXITO
210,0.28,1.03,EXITO
217,2.30,1.23,EXITO
192,0.19,1.01,EXITO
219,3.92,1.26,EXITO
206,1.82,1.15,EXITO
220,0.19,1.01,EXITO
193,0.46,1.14,EXITO
218,3.65,1.13,EXITO
214,4.13,0.97,EXITO
213,2.54,0.99,EXITO
215,2.54,1.27,EXITO
212,3.12,1.07,EXITO
215,3.99,1.25,EXITO
209,2.96,1.24,EXITO
218,2.48,1.25,EXITO
214,3.88,1.18,EXITO
221,2.24,1.03,EXITO
211,3.17,1.16,EXITO
219,1.94,1.15,EXITO
216,1.60,1.12,EXITO
215,2.01,1.17,EXITO
202,4.68,1.17,EXITO
222,0.85,1.34,EXITO
214,2.42,1.18,EXITO
216,2.27,1.17,EXITO
207,3.82,1.10,EXITO
215,1.78,1.09,EXITO
194,3.93,1.14,EXITO
212,1.61,1.08,EXITO
210,2.29,1.03,EXITO
219,2.20,1.28,EXITO
213,3.13,0.99,EXITO
217,0.71,1.17,EXITO
208,0.76,1.28,EXITO
211,0.47,1.11,EXITO
220,2.54,1.23,EXITO
216,2.15,1.22,EXITO
203,2.02,1.01,EXITO
217,3.49,1.12,EXITO
204,2.10,1.06,EXITO
220,2.44,1.20,EXITO
214,2.42,1.26,EXITO
223,3.60,1.11,EXITO
216,3.32,1.09,EXITO
212,2.46,1.18,EXITO
204,2.32,1.14,EXITO
213,3.46,1.04,EXITO
221,0.75,1.27,EXITO
195,4.13,1.11,EXITO
218,3.88,1.09,EXITO
209,3.77,1.12,EXITO
221,3.59,1.00,EXITO
224,1.79,1.13,EXITO
214,1.17,1.05,EXITO
210,0.58,1.18,EXITO
213,1.74,1.07,EXITO
217,4.11,1.18,EXITO
218,3.02,0.99,EXITO
215,2.41,1.25,EXITO
146,15.21,0.69,EXITO
217,2.19,1.27,EXITO
205,1.99,1.13,EXITO
205,3.55,1.21,EXITO
218,0.92,1.08,EXITO
196,2.07,1.23,EXITO
222,2.65,1.09,EXITO
225,1.53,1.03,EXITO
215,7.26,0.88,EXITO
214,1.24,1.10,EXITO
147,1.36,1.04,EXITO
216,0.35,1.06,EXITO
211,1.86,1.19,EXITO
216,1.77,1.12,EXITO
206,1.27,1.07,EXITO
215,2.77,1.17,EXITO
207,0.31,1.04,EXITO
219,3.58,1.22,EXITO
219,2.95,1.00,EXITO
218,2.96,1.16,EXITO
222,3.84,1.04,EXITO
223,2.15,1.19,EXITO
212,1.46,1.13,EXITO
219,2.38,1.18,EXITO
226,2.13,1.11,EXITO
206,3.20,1.13,EXITO
215,2.55,1.20,EXITO
197,2.82,1.09,EXITO
198,0.31,1.03,EXITO
217,2.40,1.24,EXITO
220,1.93,1.17,EXITO
216,2.20,1.14,EXITO
217,3.48,1.24,EXITO
208,2.95,1.20,EXITO
227,1.99,1.08,EXITO
148,3.97,1.23,EXITO
220,2.56,1.25,EXITO
219,2.62,1.22,EXITO
220,2.47,1.15,EXITO
228,0.54,1.18,EXITO
216,2.45,0.97,EXITO
223,3.18,1.18,EXITO
207,2.95,1.18,EXITO
224,3.40,1.14,EXITO
221,1.21,1.05,EXITO
217,0.57,1.06,EXITO
218,3.00,1.05,EXITO
209,2.17,1.13,EXITO
199,3.44,1.21,EXITO
213,4.69,1.21,EXITO
218,2.88,1.27,EXITO
220,2.26,1.25,EXITO
217,3.76,1.12,EXITO
229,2.36,1.18,EXITO
221,4.26,1.23,EXITO
218,1.70,1.09,EXITO
149,3.42,1.26,EXITO
219,1.88,1.11,EXITO
208,2.92,1.08,EXITO
221,3.61,1.07,EXITO
214,1.58,1.05,EXITO
224,3.39,1.16,EXITO
222,0.22,1.02,EXITO
225,3.51,1.01,EXITO
218,2.04,1.09,EXITO
219,1.67,1.09,EXITO
222,1.81,1.16,EXITO
209,1.22,1.11,EXITO
222,4.00,1.15,EXITO
220,1.49,1.06,EXITO
230,2.52,1.25,EXITO
215,1.64,1.15,EXITO
221,3.23,1.09,EXITO
219,0.80,1.26,EXITO
219,3.37,1.18,EXITO
223,1.44,0.99,EXITO
220,1.81,1.06,EXITO
225,2.90,1.15,EXITO
210,1.94,1.21,EXITO
150,4.05,1.25,EXITO
223,2.36,1.03,EXITO
222,2.14,1.21,EXITO
220,2.22,1.15,EXITO
221,2.92,1.07,EXITO
216,2.50,1.22,EXITO
226,3.83,1.08,EXITO
224,1.55,0.99,EXITO
231,3.07,1.15,EXITO
221,2.01,1.07,EXITO
225,0.46,1.11,EXITO
200,7.44,0.91,EXITO
211,2.24,1.23,EXITO
151,2.55,1.23,EXITO
221,1.67,1.12,EXITO
201,0.56,1.16,EXITO
224,2.54,1.25,EXITO
217,1.79,1.09,EXITO
232,1.53,1.04,EXITO
226,3.60,1.08,EXITO
222,2.38,1.22,EXITO
223,2.72,1.03,EXITO
202,0.60,1.11,EXITO
226,2.36,1.17,EXITO
222,2.64,1.25,EXITO
212,2.16,1.13,EXITO
227,3.40,1.02,EXITO
220,6.10,1.01,EXITO
222,1.97,1.13,EXITO
203,1.11,1.04,EXITO
228,0.40,1.09,EXITO
223,1.54,1.04,EXITO
224,1.58,1.10,EXITO
233,2.08,1.18,EXITO
227,1.75,1.09,EXITO
223,1.13,1.04,EXITO
227,1.40,1.01,EXITO
225,3.10,1.06,EXITO
152,3.65,1.20,EXITO
211,1.98,1.13,EXITO
218,3.48,1.14,EXITO
221,2.14,1.27,EXITO
225,1.65,1.07,EXITO
228,1.72,1.14,EXITO
213,2.58,1.21,EXITO
234,1.85,1.17,EXITO
229,2.21,1.30,EXITO
224,2.64,1.20,EXITO
224,2.10,1.21,EXITO
204,3.05,1.10,EXITO
228,2.20,1.25,EXITO
153,1.80,1.10,EXITO
224,1.66,1.04,EXITO
222,1.82,1.10,EXITO
223,4.21,1.18,EXITO
219,2.43,1.25,EXITO
226,1.92,1.16,EXITO
235,1.74,1.17,EXITO
230,1.81,1.07,EXITO
226,3.25,1.07,EXITO
212,2.95,1.27,EXITO
229,2.34,1.23,EXITO
154,1.35,1.07,EXITO
225,2.13,1.13,EXITO
229,2.10,1.10,EXITO
155,0.45,1.09,EXITO
223,1.80,1.14,EXITO
224,1.58,1.07,EXITO
227,1.76,1.14,EXITO
226,1.02,0.99,EXITO
230,1.66,1.07,EXITO
225,3.61,1.09,EXITO
214,4.62,1.17,EXITO
231,0.36,1.05,EXITO
225,3.58,1.19,EXITO
205,4.00,1.19,EXITO
236,2.96,1.15,EXITO
220,3.12,1.19,EXITO
215,0.30,1.02,EXITO
231,2.83,1.03,EXITO
213,3.51,1.03,EXITO
156,2.51,1.03,EXITO
228,2.02,1.15,EXITO
227,1.90,1.07,EXITO
230,3.08,1.12,EXITO
221,1.33,1.10,EXITO
157,0.50,1.15,EXITO
224,3.00,1.21,EXITO
225,3.00,1.00,EXITO
237,1.94,1.12,EXITO
232,2.94,1.24,EXITO
232,2.57,1.17,EXITO
206,2.92,1.27,EXITO
228,1.49,1.08,EXITO
214,2.36,1.28,EXITO
226,3.50,1.19,EXITO
226,4.24,1.10,EXITO
216,3.59,1.18,EXITO
226,2.25,1.19,EXITO
227,0.49,1.11,EXITO
158,2.44,1.17,EXITO
233,1.27,1.05,EXITO
238,2.11,1.12,EXITO
225,2.66,1.15,EXITO
222,2.84,1.22,EXITO
233,1.93,1.14,EXITO
231,3.57,1.20,EXITO
234,0.53,1.19,EXITO
229,4.62,1.18,EXITO
235,0.46,1.08,EXITO
226,1.21,1.04,EXITO
229,2.75,1.26,EXITO
223,1.58,1.05,EXITO
234,1.26,1.06,EXITO
215,3.08,1.18,EXITO
159,2.28,1.29,EXITO
227,0.76,1.28,EXITO
207,3.79,1.00,EXITO
239,2.59,1.19,EXITO
217,3.47,1.15,EXITO
227,3.60,1.07,EXITO
227,3.30,1.14,EXITO
228,3.38,1.25,EXITO
236,2.60,1.27,EXITO
235,1.93,1.11,EXITO
216,1.81,1.17,EXITO
229,0.72,1.31,EXITO
232,3.72,1.12,EXITO
224,2.60,0.99,EXITO
237,0.48,1.15,EXITO
230,3.58,1.10,EXITO
233,0.36,1.06,EXITO
228,2.78,1.04,EXITO
228,2.58,1.22,EXITO
240,2.66,1.11,EXITO
230,4.00,1.24,EXITO
160,3.27,1.19,EXITO
208,3.02,1.05,EXITO
229,0.33,1.07,EXITO
217,1.54,1.04,EXITO
225,1.24,0.98,EXITO
228,3.07,1.01,EXITO
209,0.72,1.31,EXITO
238,2.02,1.22,EXITO
228,3.80,1.12,EXITO
234,2.16,1.12,EXITO
230,3.12,1.08,EXITO
241,1.81,1.22,EXITO
231,1.92,1.11,EXITO
161,1.96,1.23,EXITO
229,2.73,1.24,EXITO
226,2.30,0.98,EXITO
231,3.42,1.15,EXITO
239,1.52,1.03,EXITO
210,2.03,1.17,EXITO
236,4.58,0.97,EXITO
230,0.48,1.12,EXITO
231,1.46,1.05,EXITO
230,3.29,1.17,EXITO
218,3.53,1.16,EXITO
229,3.32,1.12,EXITO
162,2.17,1.23,EXITO
235,2.82,1.00,EXITO
231,1.32,1.04,EXITO
232,1.82,1.11,EXITO
240,2.46,1.22,EXITO
229,4.27,1.18,EXITO
237,2.51,1.28,EXITO
232,3.69,1.20,EXITO
230,2.06,1.13,EXITO
227,3.34,1.11,EXITO
230,0.46,1.13,EXITO
219,2.80,1.27,EXITO
163,2.45,1.10,EXITO
232,3.50,1.11,EXITO
233,2.10,1.02,EXITO
231,3.44,1.21,EXITO
211,4.11,1.17,EXITO
236,2.68,1.23,EXITO
232,0.35,1.07,EXITO
232,3.44,1.06,EXITO
231,1.82,1.15,EXITO
231,2.09,1.07,EXITO
219,1.42,1.05,EXITO
234,1.63,1.09,EXITO
233,1.75,1.10,EXITO
228,2.47,1.27,EXITO
220,2.11,1.29,EXITO
233,3.50,1.15,EXITO
164,2.51,1.20,EXITO
238,3.80,1.22,EXITO
234,0.64,1.25,EXITO
212,2.76,1.18,EXITO
241,4.66,1.17,EXITO
233,2.00,1.07,EXITO
233,2.66,1.26,EXITO
237,2.96,1.14,EXITO
232,1.97,1.22,EXITO
229,1.26,1.22,EXITO
220,1.92,1.10,EXITO
213,0.70,1.25,EXITO
234,0.42,1.11,EXITO
235,1.88,1.10,EXITO
221,1.80,1.14,EXITO
232,3.05,1.23,EXITO
234,2.50,1.27,EXITO
222,0.54,1.19,EXITO
165,2.48,1.25,EXITO
235,2.60,1.05,EXITO
223,0.51,1.13,EXITO
230,2.36,1.20,EXITO
221,2.15,1.15,EXITO
239,3.12,1.15,EXITO
243,1.48,1.05,EXITO
238,2.60,1.17,EXITO
242,3.11,1.09,EXITO
222,0.32,1.06,EXITO
234,3.33,1.07,EXITO
233,2.14,1.25,EXITO
233,3.58,1.19,EXITO
236,2.70,1.23,EXITO
239,0.61,1.19,EXITO
166,2.12,1.23,EXITO
235,3.42,1.26,EXITO
236,2.18,1.20,EXITO
214,3.98,1.16,EXITO
235,3.29,1.14,EXITO
240,2.06,1.17,EXITO
224,3.06,1.17,EXITO
231,2.86,1.21,EXITO
236,1.64,1.02,EXITO
237,2.07,1.12,EXITO
232,0.42,1.10,EXITO
240,2.60,1.24,EXITO
234,3.06,1.10,EXITO
234,3.01,0.99,EXITO
244,4.16,1.20,EXITO
223,3.28,1.15,EXITO
241,2.10,1.17,EXITO
235,3.48,1.04,EXITO
243,4.05,1.01,EXITO
236,2.38,1.24,EXITO
215,2.66,1.26,EXITO
237,2.89,0.98,EXITO
244,0.46,1.12,EXITO
225,3.71,1.03,EXITO
242,2.02,1.17,EXITO
241,2.44,1.21,EXITO
237,1.92,1.20,EXITO
233,3.04,1.00,EXITO
236,2.30,1.15,EXITO
237,3.68,1.17,EXITO
245,2.82,0.95,EXITO
226,0.50,1.12,EXITO
243,0.48,1.15,EXITO
216,2.35,1.23,EXITO
238,2.45,1.23,EXITO
235,3.28,1.09,EXITO
235,3.14,1.16,EXITO
224,3.20,1.08,EXITO
246,0.22,1.02,EXITO
238,1.12,1.04,EXITO
239,1.28,1.06,EXITO
245,3.96,1.25,EXITO
237,2.57,1.13,EXITO
234,2.76,1.25,EXITO
236,2.02,1.16,EXITO
217,2.30,1.14,EXITO
238,2.59,1.20,EXITO
247,2.19,1.16,EXITO
244,2.54,0.99,EXITO
242,3.34,1.13,EXITO
225,2.43,1.27,EXITO
239,2.48,1.24,EXITO
237,0.51,1.13,EXITO
240,1.61,1.05,EXITO
227,3.56,1.11,EXITO
236,3.82,1.17,EXITO
235,1.81,1.04,EXITO
239,1.95,1.02,EXITO
245,1.83,1.09,EXITO
226,2.07,1.06,EXITO
238,2.45,1.09,EXITO
243,2.31,1.29,EXITO
218,2.69,1.03,EXITO
238,2.25,1.13,EXITO
241,2.55,1.00,EXITO
228,2.47,1.20,EXITO
237,2.35,1.26,EXITO
248,3.77,1.16,EXITO
227,1.56,1.02,EXITO
242,0.75,1.29,EXITO
219,1.44,1.04,EXITO
239,1.72,1.08,EXITO
240,3.80,1.26,EXITO
239,1.44,1.06,EXITO
241,0.40,1.11,EXITO
229,1.67,1.09,EXITO
236,3.24,0.97,EXITO
240,3.18,1.19,EXITO
242,0.25,1.04,EXITO
246,3.24,1.09,EXITO
228,1.69,1.04,EXITO
238,2.20,1.28,EXITO
239,3.08,1.01,EXITO
243,2.08,1.22,EXITO
237,1.46,1.05,EXITO
241,1.56,1.06,EXITO
240,2.58,1.21,EXITO
229,1.02,1.00,EXITO
220,2.68,1.18,EXITO
240,0.82,1.04,EXITO
240,2.64,1.18,EXITO
244,4.82,1.23,EXITO
243,2.26,1.24,EXITO
247,2.54,1.16,EXITO
239,2.13,1.14,EXITO
230,3.04,1.19,EXITO
244,0.42,1.08,EXITO
242,1.26,1.07,EXITO
241,1.11,1.04,EXITO
248,0.38,1.06,EXITO
249,4.81,1.20,EXITO
241,2.02,1.17,EXITO
242,0.71,1.24,EXITO
244,2.75,1.20,EXITO
230,2.32,1.26,EXITO
250,0.68,1.24,EXITO
231,1.21,1.05,EXITO
221,2.66,1.21,EXITO
238,3.04,1.26,EXITO
251,0.26,1.04,EXITO
245,2.59,1.27,EXITO
241,2.97,1.20,EXITO
249,1.60,1.03,EXITO
250,0.36,1.04,EXITO
243,1.68,1.10,EXITO
240,2.89,1.03,EXITO
251,0.34,1.06,EXITO
245,2.14,1.13,EXITO
243,3.13,0.98,EXITO
222,1.65,1.09,EXITO
232,2.16,1.16,EXITO
247,2.72,1.23,EXITO
245,3.61,1.17,EXITO
231,2.46,1.25,EXITO
252,1.81,1.19,EXITO
252,0.52,1.14,EXITO
239,2.29,0.97,EXITO
246,2.59,1.18,EXITO
242,2.66,1.28,EXITO
240,0.68,1.27,EXITO
241,2.14,1.21,EXITO
223,1.78,1.12,EXITO
233,1.51,1.04,EXITO
242,4.53,1.11,EXITO
246,1.65,1.08,EXITO
246,2.46,1.23,EXITO
167,23.40,0.55,EXITO
248,2.27,1.20,EXITO
243,0.34,1.05,EXITO
244,3.49,1.13,EXITO
253,2.51,1.24,EXITO
232,2.71,1.18,EXITO
241,1.94,1.15,EXITO
243,2.12,1.09,EXITO
247,1.10,1.04,EXITO
242,0.48,1.17,EXITO
234,1.76,1.07,EXITO
253,3.93,1.20,EXITO
245,1.39,1.01,EXITO
243,0.38,1.08,EXITO
233,1.80,1.14,EXITO
224,2.54,1.28,EXITO
244,2.05,1.20,EXITO
242,3.25,1.19,EXITO
247,2.84,1.24,EXITO
254,2.23,1.04,EXITO
247,4.38,1.17,EXITO
249,2.98,1.13,EXITO
235,1.65,1.17,EXITO
168,3.44,1.05,EXITO
244,1.76,1.06,EXITO
246,2.20,1.16,EXITO
244,3.18,1.00,EXITO
255,1.32,1.02,EXITO
225,2.00,1.01,EXITO
248,3.42,1.12,EXITO
236,1.38,1.01,EXITO
248,2.50,1.23,EXITO
243,2.72,0.99,EXITO
245,1.64,1.03,EXITO
234,3.48,0.94,EXITO
169,2.64,1.20,EXITO
247,2.03,1.11,EXITO
245,3.84,1.18,EXITO
249,1.68,1.11,EXITO
250,0.38,1.07,EXITO
226,2.69,1.23,EXITO
237,2.28,1.16,EXITO
256,3.19,1.09,EXITO
249,2.20,1.17,EXITO
244,2.08,1.16,EXITO
245,3.87,1.17,EXITO
246,1.68,1.15,EXITO
250,5.45,1.01,EXITO
248,2.10,1.17,EXITO
246,2.96,1.24,EXITO
250,1.29,1.04,EXITO
235,3.23,1.08,EXITO
257,2.00,1.13,EXITO
170,3.47,1.13,EXITO
251,1.11,1.05,EXITO
251,2.66,1.21,EXITO
245,3.22,1.23,EXITO
247,1.96,1.11,EXITO
249,1.91,1.22,EXITO
248,7.85,1.12,EXITO
238,3.48,1.15,EXITO
171,1.42,1.04,EXITO
239,0.34,1.09,EXITO
245,3.73,1.11,EXITO
246,3.34,1.06,EXITO
227,4.32,1.19,EXITO
258,2.29,1.16,EXITO
246,1.78,1.11,EXITO
228,0.24,1.03,EXITO
247,0.58,1.19,EXITO
247,3.63,1.10,EXITO
249,1.96,1.23,EXITO
252,2.80,1.20,EXITO
252,2.80,1.28,EXITO
251,4.20,1.22,EXITO
248,1.20,1.08,EXITO
236,4.34,1.13,EXITO
250,0.79,1.04,EXITO
259,1.59,1.06,EXITO
248,3.90,0.98,EXITO
247,2.06,1.10,EXITO
255,2.90,1.00,EXITO
249,0.61,1.20,EXITO
240,3.00,1.05,EXITO
229,2.42,1.18,EXITO
253,1.86,1.17,EXITO
172,3.72,1.22,EXITO
250,4.52,1.15,EXITO
246,3.70,1.16,EXITO
260,1.24,1.06,EXITO
251,1.28,1.06,EXITO
248,3.36,1.18,EXITO
249,1.60,1.09,EXITO
256,1.66,1.10,EXITO
253,3.59,0.99,EXITO
250,0.42,1.09,EXITO
252,3.50,1.02,EXITO
257,0.42,1.13,EXITO
254,2.16,1.21,EXITO
251,1.50,1.05,EXITO
230,2.52,1.13,EXITO
261,2.07,1.20,EXITO
251,0.54,1.16,EXITO
237,3.64,1.06,EXITO
241,3.04,1.03,EXITO
250,3.12,1.02,EXITO
173,2.52,1.26,EXITO
247,2.70,1.15,EXITO
252,2.68,1.19,EXITO
249,2.26,1.23,EXITO
248,3.94,1.18,EXITO
258,1.88,1.12,EXITO
254,2.50,1.05,EXITO
252,1.30,1.05,EXITO
248,1.43,1.04,EXITO
249,1.15,1.05,EXITO
255,2.90,1.00,EXITO
231,2.73,1.08,EXITO
238,2.46,1.05,EXITO
256,0.28,1.05,EXITO
242,2.82,1.22,EXITO
251,2.80,1.06,EXITO
253,1.60,1.04,EXITO
255,1.78,1.00,EXITO
252,4.16,1.13,EXITO
174,3.25,1.21,EXITO
252,0.58,1.19,EXITO
259,2.44,1.22,EXITO
250,3.21,1.06,EXITO
253,3.40,1.13,EXITO
249,1.90,1.09,EXITO
253,0.29,1.03,EXITO
253,5.00,1.14,EXITO
253,0.61,1.21,EXITO
250,2.06,1.17,EXITO
254,0.52,1.14,EXITO
257,2.25,1.25,EXITO
239,2.52,1.25,EXITO
262,5.38,1.09,EXITO
254,2.42,1.24,EXITO
258,0.58,1.19,EXITO
263,0.49,1.15,EXITO
250,2.02,1.23,EXITO
232,3.84,1.18,EXITO
175,2.64,1.18,EXITO
251,2.04,1.22,EXITO
255,0.74,1.26,EXITO
254,2.12,1.14,EXITO
243,3.82,1.05,EXITO
240,1.71,1.09,EXITO
251,3.03,1.01,EXITO
176,0.54,1.13,EXITO
251,1.05,1.03,EXITO
254,3.20,1.18,EXITO
260,4.01,1.17,EXITO
255,0.30,1.05,EXITO
244,1.11,1.01,EXITO
254,4.04,1.23,EXITO
255,3.57,1.23,EXITO
264,2.62,1.24,EXITO
255,2.18,1.18,EXITO
256,2.54,0.99,EXITO
252,1.60,1.04,EXITO
177,2.23,1.14,EXITO
259,3.60,1.01,EXITO
256,1.49,1.04,EXITO
252,2.50,1.24,EXITO
256,0.71,1.28,EXITO
261,1.93,1.18,EXITO
233,3.69,1.18,EXITO
241,3.06,1.22,EXITO
255,2.00,1.15,EXITO
253,0.44,1.10,EXITO
252,4.02,1.20,EXITO
256,2.08,1.21,EXITO
253,1.54,1.05,EXITO
265,2.20,1.17,EXITO
260,2.08,1.17,EXITO
256,1.76,1.11,EXITO
262,2.01,1.09,EXITO
242,1.92,1.12,EXITO
245,4.54,1.13,EXITO
257,3.40,1.06,EXITO
234,2.60,1.21,EXITO
257,2.09,1.16,EXITO
257,3.19,1.14,EXITO
254,1.78,1.09,EXITO
263,0.44,1.14,EXITO
178,3.72,0.95,EXITO
254,2.86,1.03,EXITO
253,2.66,1.28,EXITO
257,0.44,1.10,EXITO
257,3.98,1.23,EXITO
266,2.72,1.19,EXITO
267,0.21,1.02,EXITO
246,1.82,1.09,EXITO
261,2.47,1.28,EXITO
257,2.46,0.99,EXITO
268,0.69,1.27,EXITO
255,2.08,1.16,EXITO
243,2.68,1.00,EXITO
264,2.34,1.19,EXITO
235,2.86,1.24,EXITO
258,3.04,1.18,EXITO
258,2.46,1.20,EXITO
258,3.38,1.06,EXITO
255,3.56,1.12,EXITO
258,3.88,1.02,EXITO
262,2.14,1.21,EXITO
259,0.39,1.08,EXITO
258,3.28,1.10,EXITO
259,0.86,1.06,EXITO
259,1.10,1.03,EXITO
263,0.26,1.04,EXITO
247,2.72,1.25,EXITO
256,2.22,1.15,EXITO
258,2.52,1.21,EXITO
254,4.52,1.21,EXITO
269,2.78,1.23,EXITO
259,0.30,1.05,EXITO
265,2.53,1.13,EXITO
255,0.32,1.04,EXITO
257,0.73,1.29,EXITO
256,1.56,1.12,EXITO
236,2.88,1.09,EXITO
260,1.72,1.14,EXITO
260,1.92,1.18,EXITO
266,0.76,1.13,EXITO
244,3.88,1.16,EXITO
256,1.48,1.03,EXITO
259,3.24,1.08,EXITO
267,1.30,1.05,EXITO
264,3.15,1.21,EXITO
248,3.11,1.17,EXITO
270,2.56,1.28,EXITO
260,0.36,1.04,EXITO
260,2.88,1.05,EXITO
237,2.40,1.19,EXITO
261,0.35,1.08,EXITO
260,4.28,1.18,EXITO
245,2.38,1.16,EXITO
261,2.56,1.23,EXITO
257,3.33,1.01,EXITO
259,4.98,1.22,EXITO
268,2.19,1.25,EXITO
265,2.36,1.25,EXITO
262,1.68,1.07,EXITO
238,1.92,0.98,EXITO
261,1.72,1.11,EXITO
260,1.20,1.05,EXITO
262,1.49,1.03,EXITO
262,0.51,1.14,EXITO
257,3.99,1.19,EXITO
239,0.64,1.18,EXITO
258,2.34,1.22,EXITO
271,3.62,0.98,EXITO
261,3.34,1.22,EXITO
258,0.40,1.07,EXITO
249,3.90,0.99,EXITO
269,1.96,1.12,EXITO
263,1.49,1.04,EXITO
246,3.33,1.16,EXITO
266,1.96,1.13,EXITO
272,0.74,1.29,EXITO
261,2.11,1.06,EXITO
240,1.46,1.03,EXITO
263,2.46,1.14,EXITO
263,3.94,1.14,EXITO
259,2.50,1.18,EXITO
264,2.08,1.21,EXITO
247,2.26,1.26,EXITO
270,2.46,1.14,EXITO
250,2.99,1.24,EXITO
267,2.48,1.12,EXITO
259,3.32,1.25,EXITO
179,15.12,0.83,EXITO
265,0.66,1.24,EXITO
264,1.44,1.00,EXITO
180,0.37,1.06,EXITO
262,2.25,1.26,EXITO
273,3.60,1.13,EXITO
262,0.58,1.17,EXITO
262,5.02,1.17,EXITO
271,1.70,1.13,EXITO
268,1.88,1.11,EXITO
266,1.25,1.02,EXITO
274,0.98,1.05,EXITO
260,2.33,1.24,EXITO
260,2.62,1.12,EXITO
264,2.64,0.99,EXITO
267,0.34,1.05,EXITO
263,0.62,1.21,EXITO
241,4.27,1.13,EXITO
264,0.34,1.05,EXITO
263,1.64,1.11,EXITO
263,2.56,1.28,EXITO
248,3.50,1.10,EXITO
251,3.52,1.01,EXITO
264,0.51,1.17,EXITO
261,1.47,1.03,EXITO
181,3.38,1.13,EXITO
265,3.74,1.11,EXITO
265,1.83,1.13,EXITO
242,1.70,1.02,EXITO
182,0.42,1.11,EXITO
272,2.90,1.08,EXITO
262,0.54,1.15,EXITO
264,2.32,1.16,EXITO
249,1.93,1.12,EXITO
269,3.76,1.20,EXITO
265,2.60,1.10,EXITO
266,1.30,1.06,EXITO
252,2.31,1.20,EXITO
268,3.39,1.03,EXITO
266,1.53,1.02,EXITO
263,1.36,1.05,EXITO
267,0.50,1.14,EXITO
273,1.66,1.05,EXITO
275,4.34,1.22,EXITO
261,4.59,1.13,EXITO
270,1.22,1.04,EXITO
243,2.89,1.00,EXITO
262,0.27,1.03,EXITO
183,2.68,1.07,EXITO
253,1.48,0.97,EXITO
264,1.57,1.04,EXITO
244,0.48,1.12,EXITO
266,2.64,1.01,EXITO
269,2.56,1.24,EXITO
276,2.48,1.25,EXITO
184,1.70,1.14,EXITO
250,3.78,1.06,EXITO
267,3.22,1.22,EXITO
265,5.62,0.98,EXITO
271,2.52,1.21,EXITO
265,1.64,1.09,EXITO
274,3.44,1.04,EXITO
268,0.54,1.18,EXITO
270,1.40,1.00,EXITO
266,0.29,1.04,EXITO
245,2.48,0.98,EXITO
267,2.18,1.11,EXITO
265,5.34,1.07,EXITO
254,3.44,1.11,EXITO
263,3.54,1.09,EXITO
266,0.26,1.03,EXITO
185,2.08,1.18,EXITO
251,2.02,1.21,EXITO
268,5.10,1.18,EXITO
266,2.08,1.17,EXITO
268,1.14,1.04,EXITO
272,2.53,1.16,EXITO
255,1.62,1.06,EXITO
275,2.74,1.21,EXITO
277,3.68,1.21,EXITO
252,1.29,1.05,EXITO
269,3.14,1.02,EXITO
271,3.14,1.17,EXITO
264,2.18,1.23,EXITO
246,2.65,1.05,EXITO
267,3.14,1.19,EXITO
276,0.51,1.17,EXITO
269,1.67,1.15,EXITO
260,4.06,1.06,EXITO
